順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
166,ポケモン タイプ相性,56300,30,1.555,36.186,52,48,13,30,33,16,5,2,1
167,アリーナ,55500,30,1.56,10.201,46,54,4,6,10,20,18,15,27
168,魔法科高校の劣等生,54800,30,1.55,-43.22,71,29,7,22,24,19,17,8,3
169,細谷佳正,53800,30,1.567,-0.22,28,72,11,23,23,19,14,6,4
170,チェイサー,52500,30,1.523,-5.934,70,30,7,17,16,20,19,12,9
171,ラプラス,52000,30,1.553,-56.064,51,49,7,15,27,21,14,9,7
172,トリコ,51900,30,1.621,-20.057,54,46,9,22,20,18,13,8,10
173,cpu,51900,30,1.558,-40.901,71,29,5,11,14,18,20,16,16
174,デュエマ,50400,30,1.66,-191.279,79,21,22,32,18,13,7,3,5
175,外付けssd,50300,30,1.571,56.605,80,20,2,8,14,19,20,17,20
176,ハイキュー 一番くじ,50100,30,1.609,-45.976,24,76,11,24,23,25,12,3,2
177,甘露寺蜜璃,49600,30,1.541,-60.276,52,48,15,16,21,24,15,6,3
178,ドラゴン,49400,30,1.523,-23.079,50,50,4,8,19,27,17,12,13
179,raw,49200,30,1.542,-47.354,67,33,20,22,17,15,12,8,6
180,ウォッカ,48900,30,1.558,-25.901,55,45,6,19,16,20,20,11,8
181,正常位,48700,30,1.54,-27.455,58,42,20,26,17,15,11,5,6
182,スト6,48500,30,1.524,-9.05,78,22,10,27,28,23,8,2,2
183,ルビー,48400,30,1.662,-12.111,40,60,5,8,15,20,18,16,18
184,コモチアミア,48400,30,1.585,56.443,89,11,2,25,39,22,9,2,1
185,緑川光,48300,30,1.586,1.487,32,68,10,21,25,23,13,5,3
186,石見舞菜香,48000,30,1.53,-0.005,73,27,10,25,25,20,13,5,2
187,竹達彩奈,48000,30,1.529,-5.507,67,33,10,25,27,19,12,5,2
188,仏教,47900,30,1.531,0.168,53,47,5,7,9,16,17,19,27
189,角煮,47700,30,1.537,-29.269,38,62,3,13,23,28,18,8,7
190,ボルテスv,47600,30,1.598,8.926,75,25,1,4,12,16,45,17,5
191,トモダチゲーム,47600,30,1.554,-32.898,54,46,14,19,21,21,14,7,4
192,ドフラミンゴ,46600,30,1.613,-21.995,54,46,10,23,29,22,11,3,2
193,照明,46500,30,1.654,28.137,40,60,2,8,15,22,24,15,14
194,一寸は何センチ,46400,30,1.685,0.288,52,48,3,5,7,15,20,23,27
195,河西健吾,46300,30,1.539,-62.29,25,75,15,22,22,20,13,5,3
196,メロンブックス,46200,30,1.656,-33.015,66,34,9,27,29,19,10,4,2
197,グッドスマイルカンパニー,45800,30,1.549,29.73,69,31,4,16,24,24,21,7,4
198,石川界人,45700,30,1.531,-36.842,28,72,13,23,22,20,15,5,2
199,じゃんたま,45500,30,1.664,13.937,80,20,12,24,29,15,9,5,6
200,ボクサーパンツ,45400,30,1.569,95.28,53,47,6,15,14,22,20,11,12
201,インセンティブ,45000,30,1.664,-1.307,52,48,4,11,12,18,22,16,17
202,大塚芳忠,44900,30,1.581,-17.895,51,49,8,21,27,22,13,5,4
203,小林さんちのメイドラゴン,44900,30,1.558,-7.574,62,38,14,24,22,17,14,6,3
204,アイドルマスター,44500,30,1.567,-24.934,60,40,7,18,21,21,20,9,4
205,魔王,44400,30,1.649,34.501,41,59,6,8,11,24,24,15,12
206,アポカリプスホテル,44400,30,1.626,55.165,60,40,2,12,22,24,25,11,4
207,ジャンプフェスタ 2024,44300,30,1.534,-5.364,39,61,9,22,25,23,15,4,2
208,ワンピース raw,44200,30,1.649,0.901,91,9,10,37,37,11,3,1,1
209,鈴村健一,44100,30,1.53,-52.41,34,66,8,19,24,21,17,7,4
210,コンパネ,43900,30,1.701,15.278,72,28,1,10,18,23,22,15,11
211,認印,43700,30,1.523,9.896,46,54,2,22,24,20,17,9,6
212,kemono,43600,30,1.789,-7.507,93,7,24,40,20,7,5,2,2
213,安元洋貴,43400,30,1.721,20.252,37,63,7,19,25,25,15,5,4
214,立浪,43200,30,1.74,-104.501,73,27,8,16,22,22,17,8,7
215,ジョジョ 一番くじ,43200,30,1.619,-8.19,49,51,9,25,22,25,14,3,2
216,グラフィックボード,43100,30,1.623,-35.015,77,23,5,12,18,24,21,11,9
217,シャムロック,43000,30,1.639,82.158,71,29,4,14,32,24,14,7,5
218,壁紙屋本舗,42900,30,1.614,-3.976,25,75,1,3,9,22,33,20,12
219,蜘蛛ですが、なにか,42900,30,1.553,-36.664,75,25,7,14,24,26,18,6,5
220,異世界おじさん,42800,30,1.717,-7.364,73,27,4,15,26,28,18,6,3
221,内田真礼,42600,30,1.685,-11.378,71,29,8,23,25,20,15,6,3
222,呪術廻戦展,42400,30,1.721,-20.761,33,67,6,28,27,23,11,3,2
223,サーナイト,42400,30,1.627,-34.112,53,47,12,27,33,16,7,3,2
224,ベニヤ板,42300,30,1.672,-33.493,70,30,3,7,12,19,23,19,17
225,ドッカンバトル 最強パーティ,42200,30,1.653,-43.422,96,4,24,41,16,14,4,0,1
226,リメイクシート,42200,30,1.547,5.926,27,73,2,6,14,22,28,18,10
227,アーティア武器,42100,30,1.699,72.867,86,14,3,28,40,18,8,2,1
228,ヴィンランドサガ,41600,30,1.546,74.943,69,31,8,19,23,26,17,5,2
229,黒沢ともよ,41600,30,1.533,12.439,65,35,5,20,26,23,18,5,3
230,光が死んだ夏,41500,30,1.829,5.442,31,69,16,21,21,19,14,6,3
231,冬アニメ,41500,30,1.616,-38.896,63,37,7,18,26,22,18,7,2
232,コアキーパー,41500,30,1.584,7.29,68,32,3,28,39,20,6,2,2
233,雀魂,41400,30,1.638,-42.664,71,29,14,22,21,15,11,7,10
234,サンダー,41300,30,1.644,-1.189,67,33,4,9,16,19,21,16,15
235,アレキサンドライト,41300,30,1.592,-73.318,29,71,4,11,17,22,23,14,9
236,ups,41300,30,1.563,-35.162,72,28,1,8,15,25,26,16,9
237,インスリン,41200,30,1.726,-10.744,46,54,7,14,12,17,19,15,16
238,カウボーイビバップ,41200,30,1.719,-46.603,62,38,4,13,20,25,23,10,5
239,ファントム,41000,30,1.532,-107.025,48,52,5,8,11,18,24,21,13
240,小倉唯,41000,30,1.525,-75.145,71,29,7,25,27,18,14,6,3
241,モルタル,40800,30,1.693,-0.03,64,36,2,10,20,21,20,14,13
242,ダイヤモンドの功罪,40800,30,1.657,-33.812,56,44,6,22,29,23,13,4,3
243,黒猫,40800,30,1.641,-12.873,40,60,4,10,15,24,25,13,9
244,カニバリズム,40800,30,1.631,-71.894,50,50,10,21,20,20,16,8,5
245,井上麻里奈,40800,30,1.535,72.889,53,47,9,22,28,21,12,5,3
246,オーバーウォッチ,40700,30,1.579,-23.108,61,39,17,31,24,16,9,2,1
247,大塚剛央,40600,30,1.843,59.963,23,77,11,20,21,19,18,7,4
248,藤原啓治,40600,30,1.584,-73.966,53,47,10,26,31,17,10,4,2
249,もうこないからねー,40500,30,1.943,31.087,34,66,25,46,17,6,4,1,1
250,襖,40500,30,1.603,-1.568,48,52,4,8,11,15,20,20,22
251,アルレッキーノ,40500,30,1.6,18.807,69,31,17,25,23,17,11,4,3
252,winmail.dat 開き方,40300,30,1.626,-43.872,66,34,0,3,7,18,25,21,26
253,od,40300,30,1.591,82.633,37,63,12,14,15,20,19,12,8
254,デッドバイデイライト,40200,30,1.597,-67.134,60,40,7,23,33,24,10,2,1
255,スコッパーギャバン,40000,30,1.656,17.055,92,8,2,15,41,28,11,2,1
256,ウマ娘 シンデレラグレイ,39800,30,1.579,14.474,74,26,5,18,24,21,20,9,3
257,あひるの空,39600,30,1.574,2.93,69,31,4,16,36,23,13,5,3
258,アーク,39600,30,1.57,-0.423,58,42,6,9,14,21,20,15,15
259,金田一,39500,30,1.6,70.979,43,57,5,9,24,28,16,10,8
260,艦これ,39500,30,1.567,-7.628,71,29,10,20,24,19,16,7,4
261,ドアホン,39400,30,1.922,22.312,60,40,0,1,4,10,23,28,34
262,アイボリー,39200,30,1.706,53.47,45,55,12,20,20,18,15,8,7
263,ぐらんぶる,39200,30,1.687,4.016,75,25,9,29,28,16,11,5,2
264,赤坂アカ,38900,30,1.8,-0.059,53,47,8,21,23,17,11,7,13
265,倦怠感,38700,30,1.653,0.019,40,60,7,12,17,22,22,11,9
266,ビッグマム,38700,30,1.639,7.067,53,47,8,21,29,25,12,3,2
267,インスパイア,38700,30,1.604,-53.177,52,48,3,8,11,17,22,21,18
268,デュエルマスターズ,38500,30,1.752,-23.838,68,32,7,24,29,19,13,5,3
269,wind breaker,38500,30,1.7,-35.088,36,64,11,24,22,17,16,7,3
270,増田俊樹,38400,30,1.622,1.987,16,84,17,27,20,15,12,5,4
271,ゲルググ,38400,30,1.543,123.908,84,16,4,13,20,26,30,5,2
272,サクナヒメ,38300,30,1.827,-91.042,61,39,2,12,28,29,18,7,4
